criterion,splitter,max_depth,min_samples_split,min_samples_leaf,min_weight_fraction_leaf,max_features,random_state,max_leaf_nodes,min_impurity_decrease,min_impurity_split,class_weight,ccp_alpha,score,AOD,TPR,FPR,counter,timer,write_file
gini,random,,3,3,0.498608019853521,log2,2019,,0.0,0.0,,0.0,0.8827744846500929,0.0,0.0,0.0,65,24.199681043624878,"./trained_models/decisionTree_bank_1_gini_random_None_3_3_0.498608019853521_log2_2019_None_0.0_None_0.0.pkl"
gini,random,,3,3,0.498608019853521,log2,2019,,0.0,0.0,,0.0,0.8827744846500929,0.0,0.0,0.0,66,24.55774211883545,"./trained_models/decisionTree_bank_1_gini_random_None_3_3_0.498608019853521_log2_2019_None_0.0_None_0.0.pkl"
gini,random,,3,3,0.498608019853521,log2,2019,,0.0,0.0,,0.0,0.8827744846500929,0.0,0.0,0.0,67,24.91183376312256,"./trained_models/decisionTree_bank_1_gini_random_None_3_3_0.498608019853521_log2_2019_None_0.0_None_0.0.pkl"
gini,best,19,2,5,0.3877501684806106,log2,2019,,0.0,0.0,,0.6393180207014223,0.8827744846500929,0.0,0.0,0.0,68,25.27615785598755,"./trained_models/decisionTree_bank_1_gini_best_19_2_5_0.3877501684806106_log2_2019_None_0.0_None_0.6393180207014223.pkl"
entropy,best,20,3,4,0.14288009208021474,sqrt,2019,,0.0,0.0,,0.7614276931189862,0.8827744846500929,0.0,0.0,0.0,69,25.641639947891235,"./trained_models/decisionTree_bank_1_entropy_best_20_3_4_0.14288009208021474_sqrt_2019_None_0.0_None_0.7614276931189862.pkl"
gini,random,,3,2,0.498608019853521,log2,2019,,0.0,0.0,,0.0,0.8827744846500929,0.0,0.0,0.0,70,25.999100923538208,"./trained_models/decisionTree_bank_1_gini_random_None_3_2_0.498608019853521_log2_2019_None_0.0_None_0.0.pkl"
gini,random,,5,1,0.20769547045616915,auto,2019,,0.0,0.0,,0.6261248413670281,0.8827744846500929,0.0,0.0,0.0,71,26.357409715652466,"./trained_models/decisionTree_bank_1_gini_random_None_5_1_0.20769547045616915_auto_2019_None_0.0_None_0.6261248413670281.pkl"
entropy,random,8,5,2,0.44008405247328364,log2,2019,,0.0,0.0,,0.23984235334753698,0.8827744846500929,0.0,0.0,0.0,72,26.716744899749756,"./trained_models/decisionTree_bank_1_entropy_random_8_5_2_0.44008405247328364_log2_2019_None_0.0_None_0.23984235334753698.pkl"
gini,random,,3,2,0.498608019853521,log2,2019,,0.0,0.0,,0.0,0.8827744846500929,0.0,0.0,0.0,73,27.074999570846558,"./trained_models/decisionTree_bank_1_gini_random_None_3_2_0.498608019853521_log2_2019_None_0.0_None_0.0.pkl"
gini,random,,3,2,0.498608019853521,,2019,,0.0,0.0,,0.0,0.8827744846500929,0.0,0.0,0.0,74,27.437448024749756,"./trained_models/decisionTree_bank_1_gini_random_None_3_2_0.498608019853521_None_2019_None_0.0_None_0.0.pkl"
entropy,random,,3,2,0.498608019853521,,2019,,0.0,0.0,,0.0,0.8827744846500929,0.0,0.0,0.0,75,27.797754764556885,"./trained_models/decisionTree_bank_1_entropy_random_None_3_2_0.498608019853521_None_2019_None_0.0_None_0.0.pkl"
entropy,random,,3,2,0.498608019853521,,2019,,0.0,0.0,,0.0,0.8827744846500929,0.0,0.0,0.0,76,28.15699601173401,"./trained_models/decisionTree_bank_1_entropy_random_None_3_2_0.498608019853521_None_2019_None_0.0_None_0.0.pkl"
gini,best,,5,1,0.24868913888439131,log2,2019,,0.0,0.0,,0.2901305558676996,0.8827744846500929,0.0,0.0,0.0,77,28.517371654510498,"./trained_models/decisionTree_bank_1_gini_best_None_5_1_0.24868913888439131_log2_2019_None_0.0_None_0.2901305558676996.pkl"
gini,random,14,4,4,0.4462296609357914,auto,2019,,0.0,0.0,,0.31052827558516394,0.8827744846500929,0.0,0.0,0.0,78,28.872095108032227,"./trained_models/decisionTree_bank_1_gini_random_14_4_4_0.4462296609357914_auto_2019_None_0.0_None_0.31052827558516394.pkl"
gini,random,11,4,3,0.031038882551012222,sqrt,2019,,0.0,0.0,,0.6026427597485474,0.8827744846500929,0.0,0.0,0.0,79,29.23220443725586,"./trained_models/decisionTree_bank_1_gini_random_11_4_3_0.031038882551012222_sqrt_2019_None_0.0_None_0.6026427597485474.pkl"
gini,best,19,2,5,0.18617581616728188,sqrt,2019,,0.0,0.0,,0.6480287856924889,0.8827744846500929,0.0,0.0,0.0,80,29.596373558044434,"./trained_models/decisionTree_bank_1_gini_best_19_2_5_0.18617581616728188_sqrt_2019_None_0.0_None_0.6480287856924889.pkl"
gini,best,,4,5,0.39362679341052265,,2019,,0.0,0.0,,0.6291135635767697,0.8827744846500929,0.0,0.0,0.0,81,29.962913513183594,"./trained_models/decisionTree_bank_1_gini_best_None_4_5_0.39362679341052265_None_2019_None_0.0_None_0.6291135635767697.pkl"
gini,best,16,2,2,0.21161295843734926,log2,2019,,0.0,0.0,,0.4865536748458575,0.8827744846500929,0.0,0.0,0.0,82,30.326508045196533,"./trained_models/decisionTree_bank_1_gini_best_16_2_2_0.21161295843734926_log2_2019_None_0.0_None_0.4865536748458575.pkl"
entropy,random,,3,2,0.498608019853521,,2019,,0.0,0.0,,0.0,0.8827744846500929,0.0,0.0,0.0,83,30.696218490600586,"./trained_models/decisionTree_bank_1_entropy_random_None_3_2_0.498608019853521_None_2019_None_0.0_None_0.0.pkl"
entropy,random,,3,5,0.48254595755146024,auto,2019,,0.0,0.0,,0.5286905137718061,0.8827744846500929,0.0,0.0,0.0,84,31.05534601211548,"./trained_models/decisionTree_bank_1_entropy_random_None_3_5_0.48254595755146024_auto_2019_None_0.0_None_0.5286905137718061.pkl"
entropy,random,,3,2,0.498608019853521,,2019,,0.0,0.0,,0.0,0.8827744846500929,0.0,0.0,0.0,85,31.417506217956543,"./trained_models/decisionTree_bank_1_entropy_random_None_3_2_0.498608019853521_None_2019_None_0.0_None_0.0.pkl"
entropy,random,,3,2,0.498608019853521,auto,2019,,0.0,0.0,,0.0,0.8827744846500929,0.0,0.0,0.0,86,31.776761293411255,"./trained_models/decisionTree_bank_1_entropy_random_None_3_2_0.498608019853521_auto_2019_None_0.0_None_0.0.pkl"
gini,random,,3,2,0.498608019853521,auto,2019,,0.0,0.0,,0.0,0.8827744846500929,0.0,0.0,0.0,87,32.13471508026123,"./trained_models/decisionTree_bank_1_gini_random_None_3_2_0.498608019853521_auto_2019_None_0.0_None_0.0.pkl"
gini,random,,4,2,0.498608019853521,auto,2019,,0.0,0.0,,0.0,0.8827744846500929,0.0,0.0,0.0,88,32.487499952316284,"./trained_models/decisionTree_bank_1_gini_random_None_4_2_0.498608019853521_auto_2019_None_0.0_None_0.0.pkl"
entropy,random,,2,1,0.16007409990382662,auto,2019,,0.0,0.0,,0.9045200668931569,0.8827744846500929,0.0,0.0,0.0,89,32.842265605926514,"./trained_models/decisionTree_bank_1_entropy_random_None_2_1_0.16007409990382662_auto_2019_None_0.0_None_0.9045200668931569.pkl"
gini,best,,4,2,0.498608019853521,auto,2019,,0.0,0.0,,0.0,0.8827744846500929,0.0,0.0,0.0,90,33.19661593437195,"./trained_models/decisionTree_bank_1_gini_best_None_4_2_0.498608019853521_auto_2019_None_0.0_None_0.0.pkl"
gini,best,,4,2,0.498608019853521,auto,2019,,0.0,0.0,,0.0,0.8827744846500929,0.0,0.0,0.0,91,33.55505585670471,"./trained_models/decisionTree_bank_1_gini_best_None_4_2_0.498608019853521_auto_2019_None_0.0_None_0.0.pkl"
gini,best,,4,2,0.498608019853521,auto,2019,,0.0,0.0,,0.0,0.8827744846500929,0.0,0.0,0.0,92,33.91086506843567,"./trained_models/decisionTree_bank_1_gini_best_None_4_2_0.498608019853521_auto_2019_None_0.0_None_0.0.pkl"
gini,best,,4,2,0.15720663309717003,,2019,,0.0,0.0,,0.9422431943056135,0.8827744846500929,0.0,0.0,0.0,93,34.28352642059326,"./trained_models/decisionTree_bank_1_gini_best_None_4_2_0.15720663309717003_None_2019_None_0.0_None_0.9422431943056135.pkl"
entropy,random,15,5,4,0.4063278904454557,log2,2019,,0.0,0.0,,0.4859898693048227,0.8827744846500929,0.0,0.0,0.0,94,34.64089369773865,"./trained_models/decisionTree_bank_1_entropy_random_15_5_4_0.4063278904454557_log2_2019_None_0.0_None_0.4859898693048227.pkl"
entropy,best,,4,2,0.498608019853521,auto,2019,,0.0,0.0,,0.0,0.8827744846500929,0.0,0.0,0.0,95,34.99599862098694,"./trained_models/decisionTree_bank_1_entropy_best_None_4_2_0.498608019853521_auto_2019_None_0.0_None_0.0.pkl"
entropy,random,,4,2,0.498608019853521,auto,2019,,0.0,0.0,,0.0,0.8827744846500929,0.0,0.0,0.0,96,35.34858751296997,"./trained_models/decisionTree_bank_1_entropy_random_None_4_2_0.498608019853521_auto_2019_None_0.0_None_0.0.pkl"
